typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","191","HRV","Croatia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","12390","false","-1","N/A","0","false","0","true","0","false","138491","0","138491","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","196","CYP","Cyprus","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","53","false","-1","N/A","0","false","0","true","0","false","4441","0","4441","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","203","CZE","Czechia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","100489","false","-1","N/A","0","false","0","true","0","false","2704326","0","2704326","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","208","DNK","Denmark","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","133834","false","-1","N/A","0","false","0","true","0","false","2384306","0","2384306","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","214","DOM","Dominican Rep.","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","332","false","-1","N/A","0","false","0","true","0","false","71410","0","71410","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","218","ECU","Ecuador","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","288","false","-1","N/A","0","false","0","true","0","false","39143","0","39143","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","222","SLV","El Salvador","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","95","false","-1","N/A","0","false","0","true","0","false","3775","0","3775","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","233","EST","Estonia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","11067","false","-1","N/A","0","false","0","true","0","false","119417","0","119417","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","246","FIN","Finland","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","195433","false","-1","N/A","0","false","0","true","0","false","234182","0","234182","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","251","FRA","France","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","24306419","false","-1","N/A","0","false","0","true","0","false","70313044","0","70313044","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","268","GEO","Georgia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","-1","N/A","0","false","0","true","0","false","8397","0","8397","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","270","GMB","Gambia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","100","false","-1","N/A","0","false","0","true","0","false","9306","0","9306","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","124115159","false","-1","N/A","0","false","0","true","0","false","129950117","0","129950117","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","300","GRC","Greece","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","48","false","-1","N/A","0","false","0","true","0","false","33790","0","33790","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","320","GTM","Guatemala","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A","0","false","0","true","0","false","7423","0","7423","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7261814","false","-1","N/A","0","false","0","true","0","false","11720243","0","11720243","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","348","HUN","Hungary","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","69690","false","-1","N/A","0","false","0","true","0","false","1290814","0","1290814","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","352","ISL","Iceland","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","265","false","-1","N/A","0","false","0","true","0","false","88426","0","88426","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","360","IDN","Indonesia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","14332840","false","-1","N/A","0","false","0","true","0","false","20706596","0","20706596","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","372","IRL","Ireland","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1522469","false","-1","N/A","0","false","0","true","0","false","1048993919","0","1048993919","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","376","ISR","Israel","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","422784","false","-1","N/A","0","false","0","true","0","false","76033806","0","76033806","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","380","ITA","Italy","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","927703","false","-1","N/A","0","false","0","true","0","false","13314236","0","13314236","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","316481405","false","-1","N/A","0","false","0","true","0","false","553848231","0","553848231","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","170057654","false","-1","N/A","0","false","0","true","0","false","483719021","0","483719021","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","428","LVA","Latvia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1000","false","-1","N/A","0","false","0","true","0","false","3650","0","3650","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","440","LTU","Lithuania","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","148","false","-1","N/A","0","false","0","true","0","false","18349","0","18349","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","446","MAC","China, Macao SAR","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","76020","false","-1","N/A","0","false","0","true","0","false","694352","0","694352","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","458","MYS","Malaysia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","372993840","false","-1","N/A","0","false","0","true","0","false","13059117785","0","13059117785","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","462","MDV","Maldives","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","74","false","-1","N/A","0","false","0","true","0","false","16646","0","16646","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","470","MLT","Malta","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","23122855","false","-1","N/A","0","false","0","true","0","false","58972940","0","58972940","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","480","MUS","Mauritius","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","930632","false","-1","N/A","0","false","0","true","0","false","491999","0","491999","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","484","MEX","Mexico","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7979873","false","-1","N/A","0","false","0","true","0","false","38390271","0","38390271","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","490","S19","Other Asia, nes","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","345738572","false","-1","N/A","0","false","0","true","0","false","1369701873","0","1369701873","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","500","MSR","Montserrat","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","37","false","-1","N/A","0","false","0","true","0","false","8785","0","8785","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","504","MAR","Morocco","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","33603435","false","-1","N/A","0","false","0","true","0","false","7099212","0","7099212","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","512","OMN","Oman","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","28916","false","-1","N/A","0","false","0","true","0","false","14015","0","14015","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","516","NAM","Namibia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","7","false","-1","N/A","0","false","0","true","0","false","15037","0","15037","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","524","NPL","Nepal","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A","0","false","0","true","0","false","2200","0","2200","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","528","NLD","Netherlands","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2072827","false","-1","N/A","0","false","0","true","0","false","4722587","0","4722587","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","540","NCL","New Caledonia","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","53000","false","-1","N/A","0","false","0","true","0","false","19684","0","19684","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","554","NZL","New Zealand","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","11884","false","-1","N/A","0","false","0","true","0","false","308628","0","308628","4","true","false",
"C","A","20180101","2018","52","2018","842","USA","USA","M","Import","579","NOR","Norway","0","W00","World","H5","HS","true","854231","Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","74447","false","-1","N/A","0","false","0","true","0","false","1895656","0","1895656","4","true","false",
